[        638         339];[        682         305];[        595         307];[        741         331];[        543         336];[        851         554];[        425         547];[        905         718];[        313         706];[        802         686];[        348         694];[        738         723];[        497         719];[        691         640];[        539         646];[        623         652];[        566         657];
[        639         340];[        683         305];[        595         308];[        743         328];[        543         336];[        850         553];[        422         548];[        904         721];[        305         714];[        802         686];[        393         680];[        737         723];[        495         721];[        689         639];[        542         645];[        621         651];[        568         655];
[        639         341];[        682         305];[        594         309];[        743         325];[        543         335];[        845         547];[        424         546];[        911         720];[        306         712];[        830         704];[        385         684];[        735         725];[        495         722];[        691         640];[        542         647];[        624         652];[        569         656];
[        641         341];[        685         304];[        595         309];[        744         327];[        543         336];[        842         540];[        431         546];[        930         707];[        321         707];[       1049         700];[        408         687];[        789         717];[        537         725];[        946         646];[        642         652];[        910         679];[        683         659];
[        639         339];[        682         305];[        594         308];[        740         328];[        541         336];[        848         545];[        423         546];[        931         713];[        311         706];[        886         699];[        372         692];[        741         723];[        498         721];[        704         641];[        546         648];[        633         653];[        574         655];
[        641         337];[        683         302];[        595         307];[        739         323];[        541         335];[        852         540];[        432         545];[        996         712];[        318         710];[       1079         553];[        401         679];[        784         726];[        532         728];[        813         637];[        604         643];[        769         654];[        663         643];
[        640         335];[        682         301];[        595         306];[        737         324];[        540         335];[        858         538];[        429         545];[       1049         713];[        307         717];[       1031         450];[        380         699];[        779         734];[        520         733];[        789         640];[        589         646];[        715         645];[        645         643];
[        640         335];[        683         301];[        596         306];[        741         322];[        543         333];[        858         533];[        427         547];[       1083         714];[        321         719];[       1075         425];[        409         677];[        786         733];[        523         734];[        802         639];[        592         640];[        747         652];[        658         634];
[        643         336];[        685         301];[        597         306];[        743         323];[        546         333];[        855         530];[        431         544];[       1084         708];[        318         714];[       1086         403];[        395         682];[        786         732];[        525         732];[        809         639];[        596         640];[        754         652];[        662         634];
[        643         335];[        686         301];[        598         306];[        742         323];[        544         333];[        856         529];[        428         544];[       1098         699];[        317         712];[       1089         372];[        396         683];[        785         730];[        521         730];[        814         639];[        596         639];[        757         650];[        662         630];
[        643         335];[        687         301];[        597         304];[        743         323];[        543         333];[        857         526];[        427         544];[       1110         691];[        317         714];[       1090         346];[        401         682];[        788         728];[        523         730];[        820         639];[        598         638];[        760         648];[        665         628];
[        643         335];[        687         300];[        597         304];[        744         322];[        542         333];[        858         525];[        427         544];[       1120         689];[        315         710];[       1091         333];[        391         680];[        787         727];[        522         728];[        817         636];[        597         634];[        758         645];[        664         624];
[        643         335];[        688         300];[        597         304];[        748         326];[        543         335];[        856         525];[        426         544];[       1117         685];[        314         711];[       1091         330];[        394         682];[        785         725];[        519         727];[        816         634];[        595         633];[        758         644];[        662         622];
